comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Но народа го притеснява,това продажническо споразумение...! И има защо! Коментиран от #10 , #80",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.94,възмущение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Не че съм някакъв фен на тия споразумения и на политиката... ама ме кефи, как правят да цвилят изродените магарета. Хем цвилят, хем квичат! Най-много ще квичат, когато Радев ви оправи като нов Цар.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,злорадство,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Този ни вкара в две войни, еврозоната и хиперинфлация.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Трябва да ти подарим еднопосочен билет като я предпочиташ пред България. Коментиран от #14,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Като се накраде давай от откраднатото.,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,възмущение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #3 от ""Ами теб не те притеснява!"": Заминавай за Русия, докажи на Путин че си верен братушка! Абе, защо всички страните от Русия като дяволи от тамян? Толкоз ли е лошо да си помогнете на братушките? Коментиран от #39 , #40",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #2 от ""На цяла България ни е много интересно"": Питай ДБ и ПП, които имат опит в ""борбата"" с герберо - пеевските престъпници. Реанимираха Тиквата Борисов и Пеевски, като се сглобиха с тях. Коментиран от #19",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #8 от ""Анонимен"": Ква България бе? Вие ревахте с магарешки сълзи, когато Три пъти руснаците ви казаха, че не ви искат в СССР, защото си имат достатъчно цигани!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Томиславчо, да дарим по една заплата, а?",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.62,ирония,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Докато спорят за данъците всичкият бизнес бяга или фалира.,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,разочарование,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #12 от ""Последния Софиянец"": Това е на Росен Миленов коалицията, нали?! Харесвам много борбеността му. Коментиран от #22",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Позитивен,0.82,одобрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Имаше един Жириновски, казваше на Путин, че е император и искаше да се построят 5 нови града с над милион жители в Сибир. Та за тия 5 милионници на руснаците ще им трябва население. Най-подходящо е да го вземат от България, както руския цар го е правил при руско-турските войни. След всяко нашествие е изселвал десетки и стотици хиляди из руските степи, обезкървявайки България. Коментиран от #45",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,възмущение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
В каменоломните всички ппдебили и герберопитеци продали интересите на българите на укронацистите.... Коментиран от #23,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.96,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #18 от ""Въпрос"": В десятката!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Позитивен,0.92,одобрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #21 от ""Трябва да чукате камъни"": Номер 10 и желанието ти ще се сбъдне.Гаранция!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Позитивен,0.72,увереност,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Тва споразумение трябва много да ни притеснява, щото ние не искаме да ядем бой, както прoстите урки го ядат вече 5-та година, а си мислеха, че ще е само 3 дня !!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,тревога,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #19 от ""Ама не"": Христо Иванов и ПП заедно с ДБ изпраха Тиквата Борисов и Пеевски.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.88,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Много нагло и дебилско изказване. Особено от човек, който е крал над десетилетие и яко си е ""оплел кошницата"", освен това пряко и косвено е нанесъл огромни щети на България.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Кой каза, че трябва? Много неприятен тип. Защо продължават да го натрапват на хората след като е видно, че не става?",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.96,раздразнение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"ЗАВЪРШИЛ СЪМ ПАЗАРДЖИК ЗНАМ ДА БИЯ ЗА БОЛНИЧЕН ЗА МЕСЕЦ,ШЕСТ ЗА ТЕБ КАТЕГОРИЧНО ЩЕ ТЕ ОКЪРША ЗА ГОДИНА ЛИСИГЕР ГАБРОВСКИ .",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Денонощно на остров Белене ,наглеци крадливи...... Коментиран от #37",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
До вчерашните селяндури днес най изявените проукраинци вървете в Украйна и се наработете селяни прсти,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.96,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Този не знае ли, че сегашния данък е пропорционален, а не плосък? Плосък означава всички да плащат еднакъв данък.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.82,раздразнение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
да махнем пъпеши и тикви застояли се дълго на манежа,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.78,раздразнение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
трябва да работим с крайна да така е но само и единствено за да им върним хрантутниците които лвжат по морето вече няколко години…,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"АЗ НЕ ИСКАМ ДА МИ ВЗЕМАТЕ ОТ ПАРИТЕ И ДА ИМ ГИ ПОДАРЯВАТЕ. НЕ ИСКАМ И ДА ИМ ПОДАРЯВАМЕ ТОК,А НИЕ ДА ПЛАЩАМЕ ДВОЙНИ СМЕТКИ. И ДА ПИТАМ, ВАС УКРАЙНА ПОВЕЧЕ ЛИ ВИ ИНТЕРЕСУВА ???",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.97,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Колко деца направи бе? Поне куче да бе осиновил,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Съгласен ли си да те направят шеф на завода за дронове и всеки ден да си там?,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Неутрален,0.9,любопитство,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Тъй де,ама тези дронове май,че са за укрите ,а не за България.И ти лъжеш,като дърт циган.Стига да има,ама вече няма кой да ви вярва.Гербаджииска измет..",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
70 процента от българите са против това споразумение и са против всичко което е свързано с Украйна.,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,неодобрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #20 от ""Жириновски"": Кога, бе? Такива глупости за пръв път чувам. Побързайте се вече, бе. Чудите се, кви простотии да изчислите. Русия в в ДНК-то на българина и соросоидите нямате никакви шансове с тъпата си пропаганда.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Едно е да работим заедно, друго е само да даваме",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.72,разочарование,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"За квадратната ти ГЕРБ кратуна как ще и намерят такова затворническо кепе??? Този въпрос е тревожен. От къде ще се намери такова нестандартно кепе в затвора??? А е интересно като ограбвате милиардите от българите за вас и любовниците ви, от къде още ще отрежете за да храните пак с нашите пари и бандера фашистите??? Ограбихте и потрошихте България, а сега за да е мизерията пълна, освен вас искате да ни накарате да храним и бандера фашистите на наркомана Зеленски??? И всичко това е защото още не сте в затвора. Това е причината. Не сте още в затвора.Слава на Господ Иисус Христос идват избори. Ще се чудите къде да бягате после.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Човек който би гласувал за педроханците а в същото време социолозите им дават12/13%.,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.72,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Вече се чертае Сглобката 2, с любезното съдействие на свинчо в сянка! На всички ни е ясно, че ппдб-лите и герб работят заедно и ще се скрият пак зад някакви евроатлантически ""ценности"", за да оправдаят лъжите си!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Болшинството българи са много против споразумението и против каквото и да е сътрудничество с украйна докато не свърши войната и няма мирно споразумение с Русия . Коментиран от #51,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.82,недоволство,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #50 от ""Томчо"": ""Болшинството българи са много против споразумението..."" А откога мнението на българите има значение? Тях ги броят за живи преди избори само и единственото, което трябва да направят е да отидат да гласуват.....От там нататък, мнението на българите няма никакво значение!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.93,разочарование,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Ми то там война бе. Няма много за работене с Украйна, особено пък за българи.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,тревога,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
ПолитическатаМастия Дончев .,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Не те притеснява,защото се нагуши покрай Винету.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,обвинение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Томиславчо, Томиславчо работата на България с Украйна е винаги да сме на загуба в работата с тях! Същото като теб, откраднахте 3 милиарда лв. за електронното ни правителство! За затвор сте крадливи гробари!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Слагай една каска на плешивото теме и бягай да ги освобождаваш,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,подигравка,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Ако бойко не те беше извадил от селото ти , сега щеше да пасеш козите , а не да си депутат неграмотник такъв!!!!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Селяк,заминавай за Окропистан да работиш с Окропите ..Българите не желаят да имат нещо общо с тия свине..",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Мръсен Соросоид и Българопродажник!,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Не си харчете парите и даренията за предизборна кампания,оставете нещо и за Вас!Народа вече си е решил, Който и да питам-никой не Ви гледа,странно,но факт!!!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,разочарование,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Със каква Украйна а ще работи тоя,като той работа никога не е хвашал?",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Най-големият страх на западните архитекти на дългогодишния конфликт с последвалата война е един ден да се съюзят Украйна и Русия. Процесът би започнал с премахването на неверникът президент.,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,страх,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Тебе няма да те притесни даже може на вас сороските кавали това ви е мечта и целта ?,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"""За да могат те да натрупат по-голям опит. Това е важно“ Това се казва далновидно мислене. Колкото до ПП, въпреки врътките и мурафетите, не те, а ГЕРБ въведе България в Шенген и Еврозоната. А ПП ламтят за власт в своя поход да върнат Червената Буржоазия като господстваща в България. Главатаря в едно с прокситата се стремят към утвръждаване на ръководни постове като имитират различия за да могат да увлекат по-широк кръг от избиратели. И после, старата песен на нов глас.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Kaк пък ,нито един селянин не замина за Окрайната ??.Да трупа опит .",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Само бай Съби ,хиената замина на боен опит в Одесса..И повече не се чу нищо за тия паркетник...",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.82,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Представителя на Сорос продължава с антибългарската риторика? Дончев с коя Украйна? С тази дето въртите едни пари и богатеете на гърба на българите и убитите на фронта украинци и руснаци? Да подкрепим фашизма и ционизма?,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Как изведнъж станахте такива любители на Украйна безсрамници такива.Я си погледнете изказванията от преди 5 години дали сте я споменавали сутрин,обед,вечер,както сега.Ей за това ще изгубите на изборите един куп гласове.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.96,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #3 от ""Ами теб не те притеснява!"": Тоя не го притеснява споразумението, защото Главчев беше част от него! Всеки втори ред започва с “България се задължава”….. . И това за него не е притеснително!",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,възмущение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Можеш ли да обясниш какво ще работиш с Украйна бе тъпанар? Коментиран от #87,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.95,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"да работим с Укр. Вие ако искате, отивайте в Укр. Работете с българите. Ако не можете защо се явявате на БЪЛГАРСКИ избори, украинските партии са в Украйна. Защо трябва да умирам от студ, в името на чужд народ. Става въпрос за оцеляване, втори ценови шок след кризата с Юрошита, този път с горивата. Кому беше нужно да унищожавате Народът с Юрошита и ЧУДОВИЩНАТА ИНФЛАЦИЯ без Референдум, с фалшиви данни. Че и 30% искате повишаване на парно. С 12% повишихте ток декември, вода увеличение 15% декември. Роби ли сме на ГЕРБ, СДС, БКП, ДПС, ПП, и ДБ с Юрошита. Вашите заплатки хвърчат нагоре с 1500 лв. увеличение толкова е 5% от 30, 40 000 заплати. За 200 000 на шефа на Нефтохим, нямам думи, заради който се завежда иск за 3 милиарда лева. Аз да умирам от студ, заради скъп ток, за да можел украинеца да получава ЕВТИН ТОК от АЕЦ на Фиксирана ЦЕНА. С твойта заплата, няма да имам проблеми, но със средна пенсия от 1000 лв., надписана сметка ток 400 лв. и парно 250 е ПРОБЛЕМ, огромен проблем.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
5G не ви ли стига та искате и с дронове да ни бомбите,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Теб може да не те притеснява, ама целият български народ го притеснява. Е тази Украйна ви изяде властта и скоро ще се борите за оцеляване и влизане в парламента. Дано на всички вас един ден бъде потърсена и отговорност за национално предателство. Защото за вас българският народ не представлява никаква ценност, за вас той е непотребен продукт. Ходете в Украйна и там ставайте депутат. Всякакви е имало до момента в България, но такива, дето поставят интересите на чужди държави над интересите на българската държава и дето грабят от българския народ, за да дават на чужди, не е имало. Срам и позор.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.98,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Още, да плащаме на Украина,да учат децата ни украински и да издържаме 74000 глави на ясла тук.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"До коментар #81 от ""Павел Пенев"": Не е тъпанар,а сороски възпитаник.",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.86,презрение,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
"Усещате ли , драги сънародници , как се пълни с Украинци и си правят , каквото си пожелаят!! Това лично на мен не ми харесва",https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,недоволство,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
Това нещо което наричаш украйна спъва развитието на българия откакто създадена преди около сто и оедесет като не визирам населението които наричат украинци и ще бъдат зготвени за дълго и исползване за разселване по пан славениската стратегия,https://fakti.bg/bulgaria/1046484-tomislav-donchev-trabva-da-rabotim-s-ukraina-sporazumenieto-ne-me-pritesnava,"Томислав Дончев: Трябва да работим с Украйна, споразумението не ме притеснява",Негативен,0.92,гняв,Неутрален,0.72,спокойствие,Неутрален,0.72,спокойствие
