comment,sentiment,confidence,dominant_emotion,article_url
Ти какво се радваш? Нали агитираше за 15? Как е от 26% на 11%?,Негативен,0.86,сарказъм,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
"Прав си, Гроб-дпс са с 40% надолу!",Позитивен,0.72,удовлетворение,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
"След като в избирателните списъци има повече хора, отколкото живи българи ( включително под 18 годишни), няма как да видим близка избирателна активност до унгарската.",Негативен,0.82,разочарование,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
"25% от предишните гласатели на герб . . . сега са гласували на льотчика! ;-) . . . Ха! сега! - живейте с това и се оправдавайте с ППДБ, герб-ави несретници . . .",Негативен,0.92,презрение,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
Под половината избиратели са гласували.,Неутрален,0.86,неутралност,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
Ти взе ли си копейките?,Негативен,0.72,презрение,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
"Сега една кукумявка по БТВ каза,че най-вероятно сме щели да имаме четирипартиен парламент :/ ПП/ДБ о_ткачалките още се надяват да управляват с Бойко и Свинята,а Радев да е опозиция :/ БСП, Възраждане и Радев били про руска ,е сега ви отнесоха с над 50% Какво още трябва да стане за да осъзнаете ,че не ставате :/",Негативен,0.94,гняв,https://www.mediapool.bg/pochti-milion-dushi-poveche-glasuvaha-tozi-pat-po-aktivni-sa-i-v-chuzhbina-news382483.html
"Не можете и не ставате. След тия протести Вие не сте във състояние да спечелите изборите...Трябва нова дясна партия да се създаде СЕГА, с НОВИ хора. Лично аз приключвам с вас.",Негативен,0.96,разочарование,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
"Първата груба и най - голяма грешка на ПП - ДБ беше влизането в т.н. сглобка с Гроб, когато загубиха повече от половината си избиратели,които така и не можаха да си върнат. Втората беше, че така и не си научиха урока, че кампания не се прави само с писанийца във Фейсбук и шатри в големите градове, а чрез постоянно обикаляне и на градове и села в цяла България и срещи с хората, което не видяхме. Третата - дълго време не беше взета ясна и категорична позиция против путлерофилщината на Гадев като …Прочети целия коментар заплаха за националната сигурност и се отговаряше обтекаемо по въпроса дали ще има сътрудничество с него. И ако продължат и в следващия парламент да говорят единствено за модела Свиня - Мутра, а мълчат за путлерофилщината на Гадев и връзките му с мафиотските кръгове, ще продължат да губят доверие.",Негативен,0.95,разочарование,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
"Ни са излагай, ма! Много си зян с преценките. Вчера доди и грамна думата, бетер бх си. Ослушай се малко поне.",Негативен,0.92,раздразнение,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
Аз не мога да си обясня тия проценти за ппдб при таквоз ръководство и мъгляви идеи. Само Божанов криво-ляво одобрявам.,Негативен,0.82,недоволство,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
"Тия пък глупаци! Радев - Путин отиват на 45%, на тях все Боко и Пеевски им се привиждат!",Негативен,0.92,гняв,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
бочко за ГЕРБ е много повече отколкото Нинова за БСП. Без бочко изобщо няма причина да има ГЕРБ. От самото си създаване това никога не е била организация с някакъв план за съществуване без и след бочко. А след тия избори изглежда няма и за кога... :),Негативен,0.82,ирония,https://www.mediapool.bg/pp-db-balgarite-ostaviha-gerb-i-dps-v-minaloto-no-bitkata-s-modela-im-prodalzhava-news382515.html
"Хайде да смятаме малко де. Ако не беше се ""включил"" Радев тези гласове щяха да са за ППДБ!",Негативен,0.72,раздразнение,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Продажните социолози, които вместо да де засрамят от манипулативните си прогнози, в които нищо не познаха, продължават да ръсят дебели лъжи.",Негативен,0.98,гняв,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
Наистина тази статийка е голяма простотия.,Негативен,0.96,презрение,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Глупости на търкалета. Кой малоумник е писал това нещо? Как ПП-ДБ е ""основен донор"" като има приблизително същия процент гласували за ПП-ДБ, като на предишните избори, и на по-предишните?..",Негативен,0.96,гняв,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
Сред техните поддръжници вероятно да. Това за тях е нещо хубаво и похвално.,Позитивен,0.86,одобрение,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
Само след няколко месеца всички гласували за партенката ще си чукат главата с 2 камъка.н Стягайте се за преминаване към рубли,Негативен,0.92,гняв,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Е, тия проучвания се основават на анкетния въпрос за кого си гласувал на предишните избори. Достоверността на твърдението на респондентите е спорна.:))",Негативен,0.72,скептицизъм,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Колкото до основното твърдение в статията- има нужда да се уточни какво по-точно имат предвид ""тренд"" и други цоциолози, твърдейки че гласовете за Радев идват основно от ПП-ДБ. Може би, кого евентуално биха подкрепили тези избиратели ако Радев не се беше явил на изборите и ако въобще бяха отишли до секциите? Избирателите на Радев със сигурност не са значителна част от хората които гласивахме за ПП-ДБ на предишните избори. Това просто няма как да е математически вярно.",Негативен,0.64,скептицизъм,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Тези данни показват няколко неща. Първо, българите сме малък, но затова пък ИЗКЛЮЧИТЕЛНО прост народ. Второ, настъпваме отново и отново мотиката с надежда, че тоя път няма да боли толкова, което си е жив идиотизъм. Трето, когато напълниш листите си с мелези между руZкие нЭргъй и булгарские десари, не може да очаксваш повече (важи за ПП-ДБ). Цяло чудо е",Негативен,0.98,гняв,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Първо, почти всяко по-възрастно поколение няма особено високо мнение за качествата на новото. Второ, дори когато мнението е основателно, по-старите трябва да свикваме и да работим с наличния мат'реал, вместо да заемаме горда поза и ""да гледаме сеира"", най-малкото защото човек няма как да го наблюдава от достатъчно далеч ако е български гражданин. Трето, припознаването на Радев за ""спасител"" по нищо не се различава от предишни такива без учасието на днешните млади. Предишни …Прочети целия коментар спасители бяха т. нар. ""цар"", бодигардът му бивша мутра бочко, после славчовото недоразумение ИТН... Тях да не би по-умни хора да ги докараха на власт? Моите очаквания за радевия сбирщайн е да се представи като нещо средно от ""царя"", бочко, ИТН на славчо и тошко...",Негативен,0.92,разочарование,https://www.mediapool.bg/pp-db-e-osnovniyat-donor-na-glasove-za-radev-toi-privlicha-i-povecheto-gen-z-news382513.html
"Кои бяха децата на Радев? Кой ревеше ""това е моят президент""? Бог да пази България!",Негативен,0.78,възмущение,https://www.mediapool.bg/borisov-pozdravi-radev-za-izbornata-pobeda-na-gerb-pozhela-tarpenie-news382512.html
"Ако Борисов не подаде оставка и не се оттегли от политиката, ще завлече ГЕРБ на дъното при БСП.",Негативен,0.92,недоволство,https://www.mediapool.bg/borisov-pozdravi-radev-za-izbornata-pobeda-na-gerb-pozhela-tarpenie-news382512.html
"""Господи помилуй!"", а?",Негативен,0.62,възмущение,https://www.mediapool.bg/borisov-pozdravi-radev-za-izbornata-pobeda-na-gerb-pozhela-tarpenie-news382512.html
"Ако нямаше купен и контролиран вот, ГЕРБ-НН заедно щяха да имат колкото ППДБ.",Негативен,0.86,разочарование,https://www.mediapool.bg/borisov-pozdravi-radev-za-izbornata-pobeda-na-gerb-pozhela-tarpenie-news382512.html
Борисов благодарял за всеки глас за ГЕРБ. Освен по евро има и благодарности!,Негативен,0.78,сарказъм,https://www.mediapool.bg/borisov-pozdravi-radev-za-izbornata-pobeda-na-gerb-pozhela-tarpenie-news382512.html
Свинската наглост е безкрайна понеже държи прокуратурата на синджир.,Негативен,0.95,гняв,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
"Ти,имал ли си някога куража да се противопоставиш на някой с пари и контакти бандит.Лигльо...",Негативен,0.95,гняв,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
"Снощи гледах пресконференцията на тия пътници.Уплаших се от Кандьо.Очите му се движеха странно,като на шизоф...,играеха на ляво на дясно кат на бесен пес.Спах лошо,преследваха ме цяла нощ.",Негативен,0.96,страх,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
Организирайте се и ги вкарвайте в затвора по най-бързия начин!,Негативен,0.88,гняв,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
"ПБ, ПП-ДБ трябва да благодарят лично на Дечев за свършената работа. За пръв път се назоваха париите, които купват. Преди това всички ги знаехме или позрахме. Днес това се доказва. Смели и прями хора. Поздравления.",Позитивен,0.9,възхищение,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
"Забравих да питам, данчо ментата влезе ли. Сигурно, щото все на баша го тургат, ценно ченге един вид. По туй ще ги познаете. .............................................................................................................................. Поздравявам медията, че тук няма цензура, а не винаги е било така. В ""гласове"" е селяндурска историйка, хем спазвам приличие, не попържам. Не им вървя по гайдата явно.",Негативен,0.78,раздразнение,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
"Аз съм притеснен, че руска реч все по-често се набива в ушите ни на улицата. Искаме да знаем колко са имотите на чужди граждани у нас, разбити по държави. Имам притеснения относно руснаци, турци и евреи. Все още не сме обявили държавата за разпродажба и ликвидация.",Негативен,0.92,притеснение,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
Язък дето бихте циганите ДПС си е пак с 8 и кусур процента!,Негативен,0.86,разочарование,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
Имеет си хас да не са,Негативен,0.62,раздразнение,https://www.mediapool.bg/dps-novo-nachalo-sa-parventsi-po-signali-za-kupen-vot-news382511.html
Докога Андро-лудото ще ни обяснява какво точно е станало?,Негативен,0.86,раздразнение,https://www.mediapool.bg/andrei-raichev-snimkata-s-putin-dade-gorivo-i-na-radev-i-na-pp-db-news382509.html
"Рашисткото мекере и потомствен мафиот Андрюша Райчев, обслужващ по пълна програма масовия убиец Путлер е последният, чието мнение ме интересува.",Негативен,0.98,гняв,https://www.mediapool.bg/andrei-raichev-snimkata-s-putin-dade-gorivo-i-na-radev-i-na-pp-db-news382509.html
"Ами ако това удовлетворява народа български,браво.Ще си получат Путин,и всички благинки от тази снимка на гордият летец с Вовата.Честито на матряла.",Негативен,0.92,презрение,https://www.mediapool.bg/andrei-raichev-snimkata-s-putin-dade-gorivo-i-na-radev-i-na-pp-db-news382509.html
"Ма как може. Те уж патриоти. Аз приемам преселилите се по една или друга причина в Турция за наши съмишленици и надеждна гаранция за добросъседство. Без никакви катаклизми, напреки на всякакви злокобни ченгесарски предсказания.",Позитивен,0.62,надежда,https://www.mediapool.bg/dva-pati-po-malko-izbirateli-v-turtsiya-news382508.html
"Не ме разбирайте неправилно, и сега по програмата на ГРУ са дадени близо 48% от гласовете на българи, роми и пр. Обаче от изселниците вече няма нужда. Затова казвам, Нещасници. Другият термин е контингент хора с отпаднала необходимост.",Негативен,0.87,презрение,https://www.mediapool.bg/dva-pati-po-malko-izbirateli-v-turtsiya-news382508.html
"Горките нещастници. Докато гласуваха за Русия по програмата разработена от ГРУ, и секции в Туркие имаше, и автобуси до родните места, и материални стимули... А сега само опашки, разширени вени, проблеми с простатите... Нещастници...",Негативен,0.96,презрение,https://www.mediapool.bg/dva-pati-po-malko-izbirateli-v-turtsiya-news382508.html
"Не си разбрал коментара ми.Казвам че Рундьо може да завие на изток към Вовата.И тогава Вовата може да поиска помощ от Рундьо.Та,бг мъже може да ги привикат да се бият ЗА Вовата срещу Укрия.А това стане ли,няма спасении,повиквателната е закон за Русия.",Негативен,0.86,тревога,https://www.mediapool.bg/valyat-signali-za-izborni-narusheniya-mvr-podgotvilo-iznenadi-za-kupuvachite-na-glasove-news382499.html
"Не са втори, а са четвърти",Неутрален,0.78,неутралност,https://www.mediapool.bg/valyat-signali-za-izborni-narusheniya-mvr-podgotvilo-iznenadi-za-kupuvachite-na-glasove-news382499.html
"Много ми харесва една анонимна симпатяга, представящ се тук като Taоrmina... Буци няма да позволи българи да се бият на фронта в Украйна....хаа-ха... Все пак, сериозно - ако чуете, че българи се бият с москали, да знаете, че са виновни ПП-ДБ....",Негативен,0.64,ирония,https://www.mediapool.bg/valyat-signali-za-izborni-narusheniya-mvr-podgotvilo-iznenadi-za-kupuvachite-na-glasove-news382499.html
Кукуригу!,Неутрален,0.78,игривост,https://www.mediapool.bg/valyat-signali-za-izborni-narusheniya-mvr-podgotvilo-iznenadi-za-kupuvachite-na-glasove-news382499.html
"Най хубавото на последните няколко години е че маските паднаха, и като дойде време за сопата хората са ясни поименно!!!",Негативен,0.87,гняв,https://www.mediapool.bg/valyat-signali-za-izborni-narusheniya-mvr-podgotvilo-iznenadi-za-kupuvachite-na-glasove-news382499.html
При 100 машини 1 процент е 1машина. При 1000 е 10. При 12000 колко.,Неутрален,0.95,любопитство,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
Нека не сравняваме отказа на Германия за гласуване с машини с нашите проблеми.Хартиената бюлетина си е добре отработена далавера в годините...,Негативен,0.86,разочарование,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
"Преди 30 минути ходих до урните - опашка! За машините бяха повече хора. Който не му се чака пуска хартия. Около 10 минути отне като можеше да стане и за 8 ако бях пуснал хартиена, но реших да изчакам. От вида на урните съдя, че поне 200 човека вече са гласували, предполагам около 20%. Повечето секции бяха с опашки, въпреки че почти навсякъде вървеше по двама - един на машината и един на паравана... Явно този път ще има повече гласували и то вероятно поне 10% повече. Може и да се сбъднат прогнозите за скрит вот за Радев... И което е по радостното, няма да влязат маргиналните партийки... Повече работа, по-малко циркове...",Позитивен,0.82,радост,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
Конституционния съд на Германия ЗАБРАНИ гласуването с машини . И с машини в Европа сега гласуват само неколко квартала в Брюксел . Та така .,Негативен,0.64,скептицизъм,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
С право ги е шубе хората! Ти видя ли кво направи Skynet ? Праща роботи убийци от бъдещето! И изстреля ядрения арсенал!,Негативен,0.92,страх,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
Защо няма да гласуваш с машина? Тези машини ни ги купиха бате Бойко и Томето Дончев - аз много вярвам в тях.,Негативен,0.78,недоверие,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
"За 42 сек. гласувах с машина. Гледам половината с хартия. Т.п и страх..лив народ. Близък приятел, нямал доверие на машините. Не познавам, го страх го е от тях, а иначе цял всяка сутрин 45 мин. чете простотиите в Гугъл. Желая ни резултаят над соченотия от соц агенциите. Важното е че не изневерих на себе си. Моите най- близки също.",Негативен,0.86,разочарование,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
"Ние гласуваме с асансьорни машини. Проблема е, че не всички блокове имат достатъчно етажи за можеш да си избереш правилния № на бюлетината.",Негативен,0.62,ирония,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
Започнаха добре.До края на деня ще станат 30%.Никога няма да гласувам с машина.,Негативен,0.72,недоверие,https://www.mediapool.bg/nad-99-ot-mashinite-za-glasuvane-rabotyat-normalno-nyama-sriv-news382498.html
Това е един много умен въпрос. КАК гласуваха? То за някои това е rocket science.,Негативен,0.72,сарказъм,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
"Мазник, към 17ч не се знае дали твоят Буда няма да лъска чепика на А. Василев:):):) Абсолютно равенство за герп и ПП-ДБ!",Негативен,0.86,презрение,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
"Партенката, Прасчо, Тиквата, фюрера, и идиЙотова гласуваха за Ху.ло",Негативен,0.95,гняв,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
"Не ти ли се струва, че на първата снимка горе вдясно Бойко е в поза и с поглед, които казват ""Аз гаче ли се н*а*с-р*а*х""?",Негативен,0.86,подигравка,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
"Социолозите вече духат супата. Бяха дали преднина на ГЕРБ от 7,9 пункта пред ПП-ДБ. В 14:30 часа ПП-ДБ стопява преднината на 3,4 пункта. До 20:00 часа ще издуха супата и Бойко. Останат ли ГЕРБ трети за него вече ще може да се говори само в минало време.",Негативен,0.88,злорадство,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
"РАДЕВ е БОРИСОВ и БОРИСОВ е РАДЕВ, просто като 2+2 ГЛАСУВАЙТЕ, за да се вее знамето на БЪЛГАРИЯ , а не руски знамена!",Негативен,0.72,гняв,https://www.mediapool.bg/kak-glasuvaha-polititsite-v-izborniya-den-news382494.html
Е нали вече не са в България. Все едно много ги интересува какво се случва у нас. От къде накъде аз ще им плащам за антибългарските гласове.,Негативен,0.94,гняв,https://www.mediapool.bg/opashki-v-london-i-nedovolstvo-v-turtsiya-povishen-interes-pri-vota-zad-granitsa-news382485.html
Видя се плурализма на новото начало. Менте.,Негативен,0.87,разочарование,https://www.mediapool.bg/opashki-v-london-i-nedovolstvo-v-turtsiya-povishen-interes-pri-vota-zad-granitsa-news382485.html
"У Лондон е сбран елита на Българската Емиграция. Секи, който е летял със самолет от България до Пакистанското Кралство, знае.",Негативен,0.62,сарказъм,https://www.mediapool.bg/opashki-v-london-i-nedovolstvo-v-turtsiya-povishen-interes-pri-vota-zad-granitsa-news382485.html
Руска хибридна атака ..................,Негативен,0.82,тревога,https://www.mediapool.bg/predsedatelyat-i-sekretaryat-na-rik-blagoevgrad-postradaha-pri-intsident-s-asansyor-news382496.html
"Някои гласуват с хартиени бюлетини, други с асансьорни машини, трети с трактори ;-)",Неутрален,0.72,ирония,https://www.mediapool.bg/predsedatelyat-i-sekretaryat-na-rik-blagoevgrad-postradaha-pri-intsident-s-asansyor-news382496.html
Да уточним. В джиповете най-вероятно не имало лица а мутри.,Негативен,0.86,презрение,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
Този път не са обвинили прокурорския син ...................,Негативен,0.58,ирония,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
"С какво може да ни изненада МВР ръководено от руски агенти? Че ще ловят само другите? Това го знаем. Интересното е, че сайтчето се хваща. А може би и е логично като знаем произхода на журналята.",Негативен,0.94,възмущение,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
"Аз нямам автомобил,това ""нищо"" си е голямо пискане.",Негативен,0.78,раздразнение,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
Симитли? Там нямаше ли един пРеател на Мечо?,Неутрален,0.62,любопитство,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
Сигурно е бил пепефил.Те пискат за всяко нещо.,Негативен,0.86,раздразнение,https://www.mediapool.bg/kandidat-deputat-e-bil-presledvan-dzhip-se-e-opital-da-go-iztlaska-ot-patya-news382493.html
"Ти май си от тия на ШИШИ, а?",Негативен,0.82,подозрение,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"Що, на купения от Шиши Галъп ли да вярвам? Първан достойно го напусна и основа собствена агенция.",Негативен,0.82,недоверие,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"Най-безпристрастната агенция! Вярвам на Първан още докато ръководеше Галъп, а още повече му вярвам, когато напусна купения от Шиши Галъп и основа собствената си агенция Мяра! Достойно!",Позитивен,0.92,възхищение,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"Драги Първане, нормалните хора никога не са ""вземали на сериозно"" и предишните ти и сегашните ти изследвания! Прекалено зависими сте от Митрофанова, в името на която бившия ти шеф напусна тв студиото на Нова, защото събеседника му се отнасял към нея неуважително. Та такива сте и сега!",Негативен,0.95,гняв,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"Българи, гласувайте! Гласувайте за всеки друг, но не и за мазните педофилскишарлатани. ;)",Негативен,0.93,гняв,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
Това лъжливо ме керен це...,Негативен,0.62,недоверие,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"Разбира се предварително има не малко плит..умни, които винаги гласуват за предизвестения победетил. Сега пак ще е така. Но наистина завоялраните класации трябва да се забранят. Напр. тази по Дарик радио с разни поните, антилопи или каквото там беше. Това е пропаганда в деня на избира.",Негативен,0.92,гняв,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
"въпроса е защо изобщо продължава да ги има тези ""класации"".. не съм виждал в други държави подобни глупости.. само във страната на дребните тарикиати където правила не важът..",Негативен,0.95,възмущение,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
Първан Симеонов говори за посоката като за чужд конструкт?! Не ни ли я посочи дори с двете си ръце?!,Негативен,0.82,възмущение,https://www.mediapool.bg/parvan-simeonov-ne-obrashtaite-vnimanie-na-klasatsii-v-izborniya-den-news382487.html
Тези новите за след изборния ден ли са предвидени?,Неутрален,0.78,любопитство,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"Това е пълен провал на Централната избирателна комисия/ЦИК, финансови санкции и наказателна отговорност за всички членове на ЦИК, ЦИК следва да има пълен контрол комуникация с членовете на СИК и да не допускат смяната на членове освен доказано заболяване или смърт на член на СИК 1",Негативен,0.95,гняв,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"И когато се събуди,краката ти бяха отвити и премръзнали нали мечтателю?",Негативен,0.72,ирония,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"В последния момент са си направили ала бала и с членове на СИК.Не им стигна с машините и наше МВР.Отвсякъде се вижда че изборите ще са ""честни и прозрачни"".Браво.Предстои да видим докъде ще ни докарате.Да не ревете после.Щото за мен тая истерия е дежа вю.Такава беше и за шарлатаните и техния зидар от слънчевата секта. 15 е най-сериозна и милееща за България и българите.Другите са еднодневки.",Негативен,0.9,гняв,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"Българи, гласувайте утре! Гласувайте за всеки друг, но не и за мазните педофилскишарлатани. ;)",Негативен,0.92,гняв,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"Неистов страх, паника и ужас тресат кочината на Борисов и на Пеевски. Буда и Шиши са в шок, а троловете им роболепно слугуват по форумите с надежди напразни. 19.04. дойде!!! Борисов и Пеевски - в затвора доживот!!!",Негативен,0.97,гняв,https://www.mediapool.bg/den-za-razmisal-i-bez-agitatsiya-predi-vota-v-nedelya-news382463.html
"Светла събота е! И в тази връзка: Българи, за да не се получи да гледаме русофилистици, турци, копейки, мазни комунисти и най-вече педофилскиШарлатани в българското правителство - гласувайте с No15. ;)",Негативен,0.92,гняв,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"""Междувременно обаче стана ясно, че дни преди вота са заменени около 300 членове на секционни избирателни комисии в Благоевградска област."" Не знам защо, но имам усещане за Deja Vu.",Негативен,0.68,недоверие,https://www.mediapool.bg/otpechatani-sa-novi-byuletini-za-dobrich-i-shumen-v-blagoevgrad-sa-smeneni-nad-300-chlenove-na-sik-news382468.html
"Да мислим и да размислим, искаме ли да ни управляват путински мишки и орденоносци...",Негативен,0.92,възмущение,https://www.mediapool.bg/den-za-razmisal-i-bez-agitatsiya-predi-vota-v-nedelya-news382463.html
"ВИЖТЕ В УНГАРИЯ КАКВО СТАНА, С ДВЕ ТРЕТИ МНОЗИНСТВО ГО ИЗРИТАХА ОРБАН, така е като закопаеш една страна с проруската си политика, заради която ЕС блокира 18 милиарда евросредства за Унгария.Така че ако изберете Решетниковия селяндур да води обструкционистка в ЕС и да лиши България от евросредства, ще видите какво значи загубата на благосъстояние, с което свикнахте напоследък.Но нищо де, минете през ада, да ви дойде акъла в главата.Въпреки че съскащият бледен грозил никога не може да събере две трети мнозинство, в момента активизира до последно русофилския кретенски вот, който е малцинство.",Негативен,0.96,гняв,https://www.mediapool.bg/den-za-razmisal-i-bez-agitatsiya-predi-vota-v-nedelya-news382463.html
"На който му се ходи в окопите,утре да избере Рундьо.",Негативен,0.86,тревога,https://www.mediapool.bg/den-za-razmisal-i-bez-agitatsiya-predi-vota-v-nedelya-news382463.html
